cpa_id,cluster
2143,1
2154,1
2155,1
2166,1
2167,1
2168,1
2169,1
2179,1
2180,1
2181,1
2193,1
2194,1
2195,1
2196,1
2205,1
2206,1
2207,1
2217,1
2218,1
2219,1
2220,1
2229,1
2230,1
2231,1
2232,1
2233,1
2244,1
2245,1
2246,1
2247,1
2248,1
2249,1
2258,1
2259,1
2260,1
2268,1
2269,1
2270,1
2271,1
2272,1
2273,1
2287,1
2288,1
2289,1
2290,1
2291,1
2299,1
2300,1
2301,1
2302,1
2311,1
2312,1
2313,1
2314,1
2315,1
2316,1
2317,1
2326,1
2327,1
2328,1
2329,1
2330,1
2336,1
2337,1
2338,1
2339,1
2340,1
2341,1
2348,1
2349,1
2350,1
2351,1
2352,1
2353,1
2358,1
2359,1
2360,1
2361,1
2362,1
2363,1
2364,1
2365,1
2366,1
2373,1
2374,1
2375,1
2376,1
2377,1
2378,1
2379,1
2380,1
2388,1
2389,1
2390,1
2391,1
2392,1
2393,1
2394,1
2398,1
2399,1
2400,1
2401,1
2402,1
2403,1
2404,1
2405,1
2406,1
2407,1
2411,1
2412,1
2413,1
2414,1
2415,1
2416,1
2417,1
2418,1
2419,1
2423,1
2424,1
2425,1
2426,1
2427,1
2428,1
2429,1
2430,1
2431,1
2432,1
2435,1
2436,1
2437,1
2438,1
2439,1
2440,1
2441,1
2443,1
2444,1
2445,1
2446,1
2447,1
2448,1
2449,1
2450,1
2451,1
2452,1
2453,1
2454,1
2455,1
2456,1
2457,1
2458,1
2459,1
2460,1
2461,1
2462,1
2463,1
2464,1
2465,1
2466,1
2467,1
2468,1
2469,1
2470,1
2471,1
2472,1
2473,1
2474,1
2475,1
2476,1
2477,1
2478,1
2479,1
2480,1
2481,1
2482,1
2483,1
2484,1
2485,1
2486,1
2487,1
2488,1
2489,1
2490,1
2491,1
2492,1
2493,1
2494,1
2495,1
2496,1
2497,1
2498,1
2499,1
2500,1
2501,1
2502,1
2503,1
2504,1
2505,1
2506,1
2507,1
2508,1
2509,1
2510,1
2511,1
2512,1
2513,1
2514,1
2515,1
2516,1
2517,1
2518,1
2519,1
2520,1
2521,1
2522,1
2523,1
2524,1
2525,1
2526,1
2527,1
2528,1
2529,1
2530,1
2531,1
2532,1
2533,1
2534,1
2535,1
2536,1
2537,1
2538,1
